POB11,POB14,POB21,POB23,DISC1,DISC7,DISC8,DISC9,DISC10,DISC11,DISC12,DISC13
30.0,24.0,63.0,4.0,3.0,0.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
17.0,22.0,62.0,10.0,3.0,-6.0,-6.0,0.0,0.0,0.0,0.0,-6.0
38.0,35.0,126.0,23.0,8.0,3.0,5.0,-6.0,-6.0,-6.0,-6.0,-6.0
38.0,35.0,113.0,24.0,7.0,-6.0,-6.0,-6.0,-6.0,-6.0,4.0,5.0
32.0,18.0,75.0,7.0,-6.0,-6.0,-6.0,0.0,0.0,-6.0,0.0,3.0
28.0,16.0,66.0,9.0,-6.0,-6.0,-6.0,0.0,-6.0,-6.0,0.0,-6.0
20.0,15.0,48.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,26.0,99.0,9.0,3.0,3.0,0.0,0.0,0.0,-6.0,0.0,-6.0
35.0,32.0,105.0,12.0,3.0,-6.0,3.0,0.0,0.0,-6.0,0.0,0.0
33.0,20.0,87.0,18.0,-6.0,0.0,-6.0,0.0,-6.0,0.0,0.0,6.0
40.0,20.0,88.0,13.0,-6.0,0.0,-6.0,0.0,0.0,0.0,0.0,-6.0
-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
16.0,16.0,47.0,7.0,-6.0,-6.0,0.0,-6.0,0.0,-6.0,-6.0,-6.0
16.0,13.0,39.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,19.0,70.0,6.0,6.0,4.0,-6.0,0.0,-6.0,-6.0,-6.0,-6.0
5.0,4.0,15.0,0.0,-6.0,-6.0,0.0,0.0,0.0,-6.0,0.0,0.0
48.0,47.0,118.0,9.0,4.0,-6.0,3.0,0.0,0.0,-6.0,0.0,-6.0
54.0,47.0,124.0,8.0,9.0,-6.0,-6.0,0.0,5.0,3.0,-6.0,-6.0
23.0,15.0,70.0,15.0,-6.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0
27.0,24.0,79.0,11.0,6.0,-6.0,4.0,-6.0,-6.0,-6.0,-6.0,-6.0
43.0,43.0,105.0,10.0,-6.0,0.0,0.0,-6.0,-6.0,0.0,0.0,-6.0
22.0,9.0,48.0,5.0,-6.0,-6.0,0.0,0.0,0.0,-6.0,-6.0,0.0
26.0,21.0,73.0,16.0,-6.0,0.0,0.0,-6.0,0.0,-6.0,-6.0,3.0
25.0,25.0,69.0,7.0,4.0,-6.0,-6.0,-6.0,-6.0,-6.0,0.0,0.0
45.0,40.0,123.0,27.0,6.0,3.0,3.0,0.0,-6.0,-6.0,0.0,0.0
51.0,51.0,140.0,29.0,8.0,3.0,4.0,-6.0,-6.0,3.0,-6.0,-6.0
43.0,16.0,101.0,5.0,3.0,-6.0,-6.0,0.0,0.0,0.0,0.0,-6.0
29.0,30.0,74.0,5.0,-6.0,0.0,0.0,0.0,-6.0,-6.0,0.0,0.0
26.0,19.0,71.0,13.0,5.0,-6.0,-6.0,-6.0,0.0,3.0,-6.0,-6.0
63.0,51.0,158.0,23.0,-6.0,-6.0,-6.0,0.0,0.0,-6.0,0.0,0.0
7.0,9.0,26.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,16.0,74.0,26.0,-6.0,0.0,-6.0,-6.0,-6.0,0.0,-6.0,-6.0
36.0,37.0,126.0,37.0,-6.0,0.0,-6.0,0.0,0.0,0.0,0.0,-6.0
13.0,21.0,49.0,12.0,4.0,3.0,-6.0,0.0,0.0,0.0,0.0,0.0
13.0,24.0,75.0,21.0,-6.0,-6.0,0.0,-6.0,0.0,-6.0,0.0,3.0
23.0,33.0,92.0,27.0,9.0,3.0,5.0,0.0,-6.0,-6.0,-6.0,5.0
11.0,28.0,68.0,25.0,4.0,-6.0,0.0,-6.0,-6.0,-6.0,-6.0,-6.0
12.0,26.0,56.0,18.0,5.0,3.0,0.0,-6.0,-6.0,-6.0,0.0,-6.0
19.0,15.0,66.0,22.0,-6.0,0.0,0.0,-6.0,-6.0,-6.0,-6.0,-6.0
24.0,26.0,96.0,38.0,-6.0,-6.0,0.0,0.0,-6.0,0.0,0.0,-6.0
16.0,32.0,63.0,14.0,-6.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
18.0,23.0,76.0,27.0,6.0,4.0,-6.0,0.0,0.0,0.0,-6.0,0.0
43.0,23.0,116.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
35.0,27.0,95.0,20.0,3.0,-6.0,-6.0,0.0,-6.0,0.0,0.0,0.0
22.0,20.0,55.0,13.0,3.0,0.0,-6.0,0.0,0.0,-6.0,0.0,-6.0
54.0,54.0,143.0,12.0,4.0,-6.0,-6.0,0.0,-6.0,0.0,0.0,0.0
27.0,39.0,113.0,44.0,13.0,8.0,-6.0,5.0,4.0,4.0,3.0,11.0
33.0,33.0,89.0,20.0,-6.0,-6.0,-6.0,0.0,0.0,0.0,0.0,-6.0
10.0,16.0,45.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
38.0,43.0,136.0,47.0,8.0,5.0,-6.0,-6.0,-6.0,3.0,0.0,4.0
13.0,15.0,49.0,15.0,5.0,-6.0,-6.0,0.0,0.0,0.0,-6.0,-6.0
26.0,48.0,128.0,38.0,13.0,7.0,5.0,-6.0,-6.0,-6.0,-6.0,-6.0
11.0,6.0,46.0,10.0,-6.0,-6.0,0.0,0.0,0.0,0.0,0.0,-6.0
13.0,23.0,53.0,8.0,4.0,-6.0,3.0,0.0,0.0,0.0,0.0,-6.0
10.0,15.0,33.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
22.0,30.0,73.0,13.0,-6.0,-6.0,-6.0,0.0,-6.0,0.0,-6.0,-6.0
23.0,28.0,59.0,5.0,4.0,3.0,-6.0,0.0,0.0,0.0,0.0,0.0
31.0,21.0,85.0,11.0,3.0,-6.0,0.0,-6.0,0.0,0.0,0.0,-6.0
29.0,23.0,71.0,6.0,3.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
23.0,28.0,73.0,11.0,-6.0,-6.0,-6.0,0.0,0.0,-6.0,-6.0,4.0
30.0,28.0,76.0,4.0,-6.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0
24.0,16.0,46.0,3.0,-6.0,0.0,-6.0,-6.0,0.0,0.0,0.0,0.0
-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
21.0,29.0,69.0,7.0,6.0,-6.0,-6.0,-6.0,-6.0,0.0,-6.0,0.0
13.0,10.0,24.0,-6.0,-6.0,0.0,-6.0,0.0,0.0,0.0,-6.0,-6.0
58.0,54.0,154.0,21.0,7.0,5.0,0.0,3.0,-6.0,4.0,0.0,5.0
46.0,57.0,165.0,41.0,28.0,14.0,6.0,4.0,4.0,7.0,7.0,6.0
47.0,22.0,89.0,3.0,5.0,3.0,3.0,-6.0,0.0,-6.0,-6.0,3.0
45.0,27.0,100.0,4.0,4.0,-6.0,-6.0,-6.0,0.0,-6.0,-6.0,-6.0
44.0,47.0,125.0,32.0,14.0,6.0,7.0,0.0,3.0,0.0,3.0,0.0
8.0,13.0,30.0,5.0,3.0,-6.0,3.0,0.0,0.0,0.0,-6.0,-6.0
5.0,5.0,12.0,-6.0,-6.0,0.0,-6.0,0.0,0.0,0.0,0.0,-6.0
30.0,20.0,87.0,24.0,4.0,-6.0,-6.0,0.0,0.0,0.0,-6.0,3.0
36.0,37.0,115.0,28.0,11.0,9.0,-6.0,-6.0,-6.0,6.0,4.0,0.0
43.0,21.0,103.0,11.0,3.0,-6.0,-6.0,0.0,0.0,-6.0,-6.0,0.0
27.0,30.0,70.0,11.0,-6.0,0.0,0.0,0.0,-6.0,-6.0,0.0,0.0
11.0,18.0,39.0,5.0,-6.0,0.0,0.0,0.0,0.0,0.0,-6.0,-6.0
45.0,34.0,112.0,10.0,3.0,-6.0,-6.0,-6.0,0.0,-6.0,-6.0,-6.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
4.0,7.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,18.0,61.0,13.0,-6.0,-6.0,0.0,-6.0,0.0,-6.0,0.0,-6.0
8.0,6.0,33.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
32.0,25.0,99.0,12.0,4.0,3.0,-6.0,0.0,0.0,0.0,-6.0,-6.0
20.0,18.0,59.0,7.0,-6.0,-6.0,0.0,-6.0,0.0,-6.0,-6.0,-6.0
12.0,11.0,32.0,0.0,-6.0,-6.0,0.0,-6.0,0.0,0.0,-6.0,0.0
18.0,10.0,53.0,14.0,5.0,3.0,0.0,0.0,-6.0,-6.0,-6.0,0.0
29.0,25.0,85.0,18.0,5.0,4.0,-6.0,-6.0,0.0,-6.0,-6.0,0.0
18.0,28.0,58.0,10.0,6.0,-6.0,4.0,-6.0,0.0,0.0,0.0,0.0
52.0,30.0,121.0,27.0,5.0,3.0,-6.0,-6.0,0.0,3.0,3.0,3.0
38.0,23.0,86.0,11.0,3.0,0.0,-6.0,-6.0,0.0,0.0,0.0,-6.0
48.0,34.0,103.0,12.0,7.0,3.0,3.0,0.0,-6.0,-6.0,0.0,0.0
28.0,25.0,57.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0
48.0,35.0,128.0,20.0,6.0,-6.0,4.0,0.0,0.0,0.0,0.0,9.0
25.0,20.0,64.0,9.0,-6.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0
34.0,37.0,118.0,24.0,3.0,-6.0,0.0,0.0,0.0,-6.0,0.0,-6.0
40.0,30.0,108.0,23.0,5.0,-6.0,-6.0,-6.0,-6.0,-6.0,0.0,4.0
43.0,42.0,112.0,12.0,4.0,4.0,0.0,-6.0,-6.0,-6.0,-6.0,-6.0
42.0,36.0,116.0,20.0,3.0,-6.0,0.0,-6.0,-6.0,-6.0,-6.0,-6.0
10.0,8.0,33.0,10.0,3.0,3.0,-6.0,0.0,0.0,-6.0,-6.0,-6.0
36.0,40.0,115.0,16.0,3.0,-6.0,-6.0,0.0,-6.0,-6.0,0.0,0.0
8.0,6.0,21.0,5.0,-6.0,-6.0,0.0,0.0,0.0,-6.0,-6.0,-6.0
46.0,45.0,123.0,18.0,3.0,-6.0,-6.0,0.0,0.0,0.0,0.0,3.0
14.0,24.0,46.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
12.0,21.0,37.0,-6.0,-6.0,0.0,0.0,-6.0,0.0,-6.0,0.0,0.0
3.0,7.0,12.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,22.0,70.0,27.0,7.0,-6.0,3.0,-6.0,-6.0,-6.0,-6.0,-6.0
33.0,26.0,90.0,24.0,3.0,-6.0,-6.0,0.0,-6.0,0.0,0.0,0.0
46.0,45.0,128.0,24.0,13.0,8.0,-6.0,-6.0,-6.0,-6.0,0.0,3.0
36.0,31.0,97.0,27.0,15.0,6.0,10.0,0.0,4.0,-6.0,0.0,0.0
30.0,52.0,132.0,31.0,-6.0,-6.0,-6.0,-6.0,0.0,-6.0,0.0,-6.0
28.0,30.0,89.0,30.0,4.0,3.0,-6.0,0.0,-6.0,0.0,0.0,0.0
39.0,39.0,131.0,26.0,-6.0,-6.0,0.0,0.0,0.0,-6.0,0.0,3.0
36.0,37.0,118.0,21.0,-6.0,-6.0,0.0,0.0,-6.0,-6.0,0.0,0.0
15.0,22.0,64.0,26.0,5.0,-6.0,-6.0,0.0,-6.0,0.0,3.0,-6.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
43.0,53.0,135.0,29.0,8.0,5.0,3.0,0.0,-6.0,-6.0,0.0,0.0
23.0,24.0,75.0,18.0,5.0,-6.0,-6.0,-6.0,-6.0,0.0,-6.0,4.0
36.0,45.0,110.0,19.0,7.0,3.0,6.0,0.0,0.0,0.0,0.0,-6.0
34.0,32.0,95.0,21.0,12.0,-6.0,8.0,-6.0,-6.0,0.0,0.0,3.0
25.0,23.0,58.0,5.0,5.0,-6.0,-6.0,-6.0,4.0,-6.0,-6.0,0.0
18.0,12.0,36.0,4.0,5.0,-6.0,4.0,0.0,-6.0,-6.0,0.0,-6.0
39.0,59.0,127.0,35.0,7.0,-6.0,4.0,4.0,-6.0,-6.0,-6.0,-6.0
18.0,14.0,34.0,5.0,-6.0,-6.0,0.0,0.0,-6.0,0.0,0.0,0.0
4.0,3.0,9.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,14.0,51.0,11.0,5.0,-6.0,-6.0,-6.0,-6.0,0.0,0.0,-6.0
15.0,14.0,54.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,22.0,59.0,8.0,-6.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,19.0,48.0,9.0,3.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
4.0,5.0,18.0,7.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
5.0,12.0,22.0,-6.0,-6.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
14.0,14.0,46.0,16.0,3.0,-6.0,-6.0,0.0,0.0,0.0,0.0,0.0
-6.0,8.0,19.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.0,39.0,114.0,16.0,4.0,-6.0,-6.0,0.0,3.0,-6.0,-6.0,4.0
8.0,15.0,29.0,5.0,-6.0,-6.0,0.0,0.0,-6.0,0.0,0.0,0.0
18.0,32.0,81.0,23.0,5.0,4.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
28.0,27.0,81.0,0.0,-6.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0
33.0,20.0,65.0,-6.0,-6.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,12.0,23.0,0.0,3.0,-6.0,0.0,-6.0,-6.0,-6.0,-6.0,-6.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
34.0,43.0,100.0,16.0,5.0,3.0,-6.0,-6.0,0.0,0.0,0.0,-6.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
64.0,61.0,149.0,15.0,-6.0,-6.0,0.0,0.0,0.0,-6.0,0.0,-6.0
36.0,36.0,84.0,3.0,4.0,-6.0,-6.0,0.0,-6.0,0.0,0.0,-6.0
44.0,29.0,108.0,11.0,5.0,4.0,0.0,0.0,-6.0,-6.0,-6.0,4.0
36.0,21.0,90.0,18.0,12.0,8.0,-6.0,-6.0,-6.0,0.0,-6.0,-6.0
60.0,55.0,187.0,28.0,5.0,-6.0,-6.0,0.0,-6.0,-6.0,0.0,3.0
27.0,25.0,81.0,15.0,9.0,4.0,6.0,0.0,0.0,0.0,0.0,-6.0
30.0,32.0,113.0,21.0,17.0,4.0,12.0,-6.0,0.0,-6.0,0.0,-6.0
31.0,32.0,81.0,13.0,-6.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,23.0,99.0,38.0,7.0,4.0,3.0,-6.0,-6.0,-6.0,-6.0,4.0
19.0,8.0,41.0,8.0,5.0,-6.0,4.0,-6.0,3.0,-6.0,-6.0,-6.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
21.0,20.0,59.0,6.0,8.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0
27.0,13.0,63.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,51.0,129.0,31.0,24.0,13.0,14.0,3.0,-6.0,4.0,-6.0,-6.0
30.0,20.0,58.0,4.0,9.0,5.0,4.0,0.0,-6.0,-6.0,4.0,-6.0
31.0,31.0,90.0,12.0,4.0,-6.0,-6.0,-6.0,0.0,-6.0,0.0,0.0
29.0,40.0,89.0,9.0,3.0,-6.0,-6.0,0.0,0.0,0.0,-6.0,0.0
20.0,19.0,46.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,22.0,61.0,10.0,-6.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,26.0,78.0,26.0,5.0,-6.0,-6.0,-6.0,3.0,3.0,-6.0,-6.0
19.0,33.0,79.0,26.0,3.0,0.0,-6.0,0.0,-6.0,-6.0,-6.0,0.0
18.0,29.0,78.0,25.0,6.0,5.0,0.0,0.0,-6.0,0.0,0.0,-6.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
8.0,20.0,30.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
5.0,5.0,12.0,0.0,-6.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0
7.0,14.0,24.0,0.0,-6.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0
19.0,28.0,54.0,-6.0,-6.0,0.0,-6.0,0.0,-6.0,0.0,-6.0,0.0
11.0,10.0,29.0,5.0,4.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
7.0,8.0,18.0,-6.0,5.0,4.0,-6.0,-6.0,0.0,-6.0,0.0,-6.0
12.0,18.0,58.0,11.0,10.0,7.0,-6.0,-6.0,0.0,-6.0,3.0,0.0
13.0,19.0,51.0,17.0,4.0,3.0,-6.0,-6.0,-6.0,-6.0,-6.0,0.0
17.0,22.0,65.0,17.0,8.0,6.0,-6.0,-6.0,-6.0,-6.0,3.0,4.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
39.0,51.0,132.0,28.0,15.0,4.0,9.0,-6.0,3.0,-6.0,4.0,3.0
7.0,6.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,26.0,95.0,21.0,6.0,-6.0,3.0,-6.0,3.0,0.0,-6.0,-6.0
45.0,57.0,160.0,37.0,15.0,7.0,10.0,4.0,3.0,8.0,3.0,5.0
52.0,42.0,154.0,39.0,14.0,6.0,8.0,-6.0,-6.0,4.0,3.0,0.0
39.0,33.0,119.0,33.0,17.0,6.0,12.0,4.0,3.0,4.0,3.0,-6.0
56.0,52.0,148.0,27.0,12.0,4.0,-6.0,-6.0,-6.0,-6.0,6.0,4.0
9.0,12.0,28.0,3.0,-6.0,-6.0,0.0,0.0,0.0,-6.0,0.0,0.0
55.0,52.0,143.0,26.0,11.0,5.0,3.0,-6.0,-6.0,-6.0,-6.0,-6.0
26.0,43.0,74.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0
60.0,94.0,172.0,19.0,6.0,4.0,-6.0,0.0,-6.0,-6.0,-6.0,3.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
20.0,37.0,68.0,6.0,-6.0,-6.0,-6.0,0.0,0.0,0.0,0.0,-6.0
96.0,119.0,239.0,12.0,6.0,0.0,-6.0,-6.0,3.0,0.0,-6.0,-6.0
17.0,11.0,32.0,4.0,4.0,-6.0,0.0,-6.0,-6.0,-6.0,-6.0,-6.0
5.0,3.0,7.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.0,42.0,83.0,9.0,6.0,-6.0,3.0,0.0,-6.0,-6.0,-6.0,-6.0
58.0,60.0,148.0,17.0,7.0,3.0,-6.0,4.0,0.0,3.0,4.0,5.0
12.0,11.0,34.0,5.0,3.0,-6.0,3.0,0.0,0.0,0.0,0.0,-6.0
30.0,27.0,93.0,26.0,10.0,4.0,4.0,-6.0,4.0,-6.0,-6.0,3.0
20.0,17.0,57.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,0.0,-6.0,0.0
21.0,8.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0
21.0,32.0,69.0,14.0,7.0,3.0,-6.0,3.0,0.0,3.0,-6.0,3.0
36.0,34.0,118.0,33.0,13.0,7.0,3.0,0.0,3.0,3.0,-6.0,0.0
11.0,22.0,56.0,20.0,4.0,-6.0,-6.0,-6.0,-6.0,0.0,-6.0,0.0
25.0,28.0,65.0,9.0,-6.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0
7.0,3.0,19.0,-6.0,-6.0,0.0,-6.0,0.0,-6.0,0.0,0.0,0.0
19.0,18.0,40.0,4.0,-6.0,0.0,0.0,-6.0,0.0,0.0,-6.0,-6.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
85.0,114.0,219.0,17.0,4.0,-6.0,-6.0,0.0,-6.0,0.0,-6.0,0.0
54.0,66.0,136.0,5.0,4.0,0.0,-6.0,0.0,-6.0,0.0,0.0,0.0
21.0,24.0,44.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66.0,66.0,136.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0
63.0,53.0,148.0,16.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,0.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
40.0,38.0,94.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
30.0,22.0,74.0,9.0,-6.0,-6.0,0.0,-6.0,0.0,0.0,0.0,0.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
34.0,30.0,80.0,3.0,-6.0,-6.0,-6.0,0.0,0.0,-6.0,0.0,-6.0
40.0,42.0,95.0,5.0,5.0,4.0,0.0,-6.0,-6.0,-6.0,-6.0,-6.0
15.0,15.0,50.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,22.0,69.0,3.0,-6.0,0.0,0.0,-6.0,0.0,0.0,0.0,3.0
13.0,15.0,37.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0
37.0,29.0,88.0,4.0,4.0,-6.0,0.0,0.0,-6.0,-6.0,-6.0,-6.0
15.0,22.0,47.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,43.0,74.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0
66.0,64.0,170.0,10.0,-6.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0
38.0,32.0,109.0,13.0,11.0,3.0,5.0,3.0,-6.0,-6.0,-6.0,0.0
39.0,48.0,96.0,3.0,-6.0,0.0,-6.0,-6.0,0.0,-6.0,-6.0,-6.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
5.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,34.0,59.0,5.0,3.0,0.0,-6.0,-6.0,0.0,-6.0,-6.0,-6.0
35.0,36.0,83.0,7.0,3.0,-6.0,3.0,-6.0,-6.0,-6.0,-6.0,3.0
14.0,17.0,56.0,16.0,-6.0,-6.0,0.0,0.0,0.0,0.0,0.0,-6.0
13.0,16.0,37.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,8.0,32.0,5.0,-6.0,0.0,0.0,0.0,0.0,-6.0,-6.0,0.0
58.0,71.0,159.0,18.0,8.0,3.0,-6.0,3.0,-6.0,3.0,4.0,-6.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
3.0,10.0,18.0,6.0,-6.0,-6.0,-6.0,0.0,0.0,0.0,0.0,0.0
42.0,41.0,97.0,9.0,-6.0,-6.0,-6.0,0.0,-6.0,-6.0,0.0,0.0
7.0,15.0,50.0,21.0,3.0,-6.0,0.0,-6.0,-6.0,-6.0,-6.0,4.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
13.0,13.0,46.0,13.0,-6.0,-6.0,0.0,0.0,0.0,-6.0,0.0,-6.0
19.0,22.0,66.0,23.0,-6.0,-6.0,0.0,0.0,0.0,-6.0,0.0,0.0
20.0,27.0,80.0,25.0,5.0,4.0,-6.0,0.0,0.0,0.0,0.0,-6.0
7.0,23.0,63.0,23.0,-6.0,-6.0,0.0,-6.0,-6.0,0.0,0.0,0.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
37.0,42.0,120.0,22.0,-6.0,-6.0,0.0,0.0,-6.0,-6.0,-6.0,0.0
32.0,54.0,101.0,13.0,8.0,0.0,6.0,0.0,-6.0,0.0,0.0,-6.0
47.0,43.0,118.0,17.0,8.0,-6.0,4.0,-6.0,4.0,3.0,4.0,-6.0
6.0,19.0,27.0,-6.0,-6.0,-6.0,-6.0,0.0,0.0,-6.0,0.0,0.0
23.0,27.0,61.0,12.0,3.0,-6.0,-6.0,0.0,-6.0,-6.0,-6.0,-6.0
42.0,68.0,130.0,15.0,-6.0,0.0,0.0,-6.0,-6.0,0.0,0.0,-6.0
29.0,30.0,64.0,4.0,-6.0,-6.0,0.0,-6.0,0.0,-6.0,-6.0,-6.0
54.0,73.0,146.0,8.0,-6.0,-6.0,0.0,0.0,0.0,0.0,0.0,-6.0
47.0,63.0,143.0,23.0,-6.0,-6.0,0.0,0.0,0.0,0.0,-6.0,-6.0
29.0,44.0,85.0,-6.0,-6.0,-6.0,-6.0,0.0,0.0,0.0,0.0,-6.0
-6.0,4.0,5.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0
