POB11,POB14,POB21,POB23,DISC1,DISC7,DISC8,DISC9,DISC10,DISC11,DISC12,DISC13
-6.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
42.0,63.0,117.0,6.0,-6.0,-6.0,-6.0,0.0,0.0,-6.0,0.0,0.0
21.0,45.0,72.0,-6.0,-6.0,-6.0,0.0,0.0,0.0,0.0,0.0,-6.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
42.0,65.0,103.0,-6.0,3.0,-6.0,-6.0,0.0,-6.0,-6.0,0.0,0.0
11.0,30.0,42.0,-6.0,5.0,-6.0,-6.0,-6.0,-6.0,-6.0,0.0,4.0
9.0,11.0,21.0,-6.0,-6.0,-6.0,0.0,-6.0,0.0,0.0,-6.0,0.0
35.0,63.0,103.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
33.0,48.0,90.0,4.0,-6.0,-6.0,0.0,0.0,0.0,0.0,-6.0,0.0
8.0,16.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,9.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,35.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,13.0,37.0,3.0,-6.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0
6.0,12.0,19.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.0,58.0,102.0,8.0,-6.0,-6.0,0.0,0.0,0.0,0.0,0.0,-6.0
3.0,15.0,19.0,0.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,0.0
14.0,40.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0
22.0,35.0,61.0,0.0,3.0,0.0,-6.0,-6.0,-6.0,0.0,0.0,-6.0
19.0,34.0,58.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,25.0,49.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,-6.0
-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
23.0,40.0,71.0,5.0,3.0,0.0,-6.0,-6.0,0.0,-6.0,0.0,0.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
52.0,45.0,139.0,30.0,24.0,12.0,9.0,-6.0,5.0,4.0,3.0,-6.0
28.0,25.0,100.0,32.0,4.0,-6.0,-6.0,0.0,0.0,0.0,-6.0,3.0
51.0,48.0,129.0,31.0,4.0,3.0,-6.0,0.0,-6.0,0.0,0.0,-6.0
32.0,40.0,95.0,22.0,10.0,10.0,4.0,0.0,-6.0,4.0,0.0,0.0
16.0,23.0,52.0,15.0,5.0,3.0,-6.0,0.0,-6.0,-6.0,0.0,6.0
12.0,11.0,21.0,0.0,-6.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,21.0,50.0,4.0,-6.0,-6.0,-6.0,0.0,0.0,-6.0,0.0,0.0
50.0,43.0,131.0,34.0,16.0,3.0,11.0,-6.0,3.0,0.0,0.0,3.0
17.0,33.0,77.0,29.0,9.0,6.0,4.0,0.0,-6.0,-6.0,-6.0,-6.0
19.0,11.0,60.0,20.0,3.0,-6.0,-6.0,0.0,-6.0,0.0,0.0,-6.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
12.0,9.0,41.0,16.0,-6.0,-6.0,-6.0,0.0,-6.0,-6.0,-6.0,-6.0
6.0,18.0,50.0,19.0,-6.0,-6.0,0.0,-6.0,0.0,-6.0,-6.0,3.0
17.0,14.0,78.0,35.0,4.0,-6.0,-6.0,0.0,-6.0,0.0,0.0,0.0
19.0,22.0,53.0,10.0,-6.0,-6.0,-6.0,0.0,-6.0,-6.0,-6.0,0.0
7.0,10.0,36.0,15.0,-6.0,-6.0,0.0,0.0,0.0,-6.0,-6.0,0.0
36.0,29.0,111.0,25.0,-6.0,-6.0,0.0,0.0,-6.0,-6.0,-6.0,0.0
4.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0,62.0,146.0,29.0,-6.0,-6.0,0.0,0.0,-6.0,0.0,0.0,0.0
6.0,11.0,32.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
6.0,7.0,28.0,13.0,-6.0,-6.0,0.0,0.0,-6.0,0.0,-6.0,0.0
15.0,26.0,75.0,23.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
14.0,20.0,81.0,35.0,-6.0,-6.0,0.0,-6.0,0.0,-6.0,-6.0,-6.0
30.0,40.0,122.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,28.0,78.0,23.0,-6.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,8.0,41.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,45.0,147.0,47.0,4.0,3.0,-6.0,-6.0,-6.0,-6.0,3.0,5.0
-6.0,3.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
-6.0,-6.0,19.0,15.0,4.0,-6.0,0.0,-6.0,0.0,-6.0,-6.0,3.0
-6.0,3.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4.0,9.0,5.0,-6.0,-6.0,0.0,0.0,0.0,-6.0,-6.0,-6.0
17.0,21.0,55.0,11.0,-6.0,-6.0,0.0,0.0,0.0,-6.0,0.0,0.0
4.0,12.0,31.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,12.0,58.0,25.0,5.0,-6.0,-6.0,0.0,-6.0,-6.0,0.0,-6.0
22.0,21.0,64.0,14.0,-6.0,-6.0,0.0,0.0,0.0,-6.0,0.0,0.0
-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
-6.0,8.0,21.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,7.0,31.0,10.0,-6.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0
9.0,6.0,31.0,12.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,0.0
11.0,5.0,31.0,8.0,-6.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0
5.0,6.0,20.0,8.0,-6.0,-6.0,0.0,-6.0,0.0,-6.0,0.0,-6.0
8.0,5.0,27.0,6.0,-6.0,-6.0,0.0,0.0,0.0,-6.0,0.0,0.0
14.0,18.0,43.0,11.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,0.0
6.0,7.0,25.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,15.0,65.0,28.0,3.0,-6.0,-6.0,-6.0,0.0,3.0,0.0,-6.0
13.0,9.0,40.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,30.0,71.0,11.0,-6.0,-6.0,-6.0,-6.0,0.0,-6.0,0.0,0.0
11.0,26.0,77.0,25.0,6.0,-6.0,5.0,-6.0,-6.0,-6.0,-6.0,0.0
5.0,6.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,8.0,34.0,9.0,-6.0,-6.0,-6.0,0.0,-6.0,0.0,0.0,0.0
-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
6.0,20.0,35.0,8.0,3.0,3.0,0.0,-6.0,-6.0,3.0,-6.0,0.0
3.0,15.0,32.0,8.0,-6.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0
-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
3.0,18.0,48.0,19.0,-6.0,-6.0,0.0,0.0,0.0,-6.0,0.0,0.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
3.0,3.0,16.0,3.0,-6.0,-6.0,0.0,-6.0,0.0,-6.0,-6.0,-6.0
28.0,23.0,85.0,24.0,-6.0,-6.0,-6.0,0.0,0.0,-6.0,0.0,-6.0
19.0,46.0,95.0,24.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
36.0,50.0,112.0,17.0,-6.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0
17.0,12.0,33.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,8.0,26.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
38.0,32.0,90.0,12.0,-6.0,-6.0,0.0,0.0,0.0,0.0,0.0,-6.0
7.0,11.0,31.0,7.0,-6.0,-6.0,-6.0,0.0,-6.0,0.0,0.0,0.0
10.0,8.0,24.0,7.0,-6.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0
15.0,22.0,62.0,18.0,-6.0,0.0,0.0,-6.0,-6.0,0.0,0.0,0.0
13.0,12.0,47.0,13.0,-6.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0
20.0,6.0,46.0,10.0,3.0,-6.0,-6.0,0.0,0.0,0.0,0.0,-6.0
19.0,16.0,50.0,12.0,-6.0,-6.0,0.0,0.0,0.0,-6.0,0.0,-6.0
28.0,13.0,63.0,13.0,-6.0,-6.0,0.0,0.0,-6.0,0.0,0.0,0.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
60.0,47.0,184.0,54.0,3.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,0.0
17.0,18.0,64.0,28.0,-6.0,0.0,0.0,-6.0,-6.0,0.0,-6.0,0.0
27.0,35.0,92.0,26.0,3.0,3.0,0.0,-6.0,0.0,-6.0,-6.0,-6.0
27.0,21.0,82.0,29.0,-6.0,-6.0,-6.0,0.0,0.0,-6.0,0.0,0.0
18.0,20.0,51.0,6.0,-6.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0
-6.0,5.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
55.0,64.0,168.0,35.0,10.0,9.0,9.0,7.0,7.0,8.0,8.0,-6.0
4.0,7.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
16.0,23.0,59.0,11.0,7.0,5.0,3.0,-6.0,-6.0,3.0,-6.0,-6.0
12.0,12.0,35.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-6.0,13.0,18.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,10.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,12.0,33.0,9.0,-6.0,-6.0,0.0,0.0,0.0,0.0,0.0,-6.0
22.0,20.0,71.0,21.0,-6.0,-6.0,0.0,0.0,0.0,-6.0,-6.0,-6.0
13.0,8.0,55.0,20.0,5.0,3.0,-6.0,0.0,0.0,3.0,-6.0,-6.0
10.0,12.0,46.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0
9.0,4.0,34.0,16.0,-6.0,0.0,0.0,-6.0,0.0,-6.0,-6.0,-6.0
16.0,9.0,55.0,19.0,3.0,-6.0,3.0,0.0,-6.0,-6.0,-6.0,-6.0
14.0,11.0,58.0,26.0,-6.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
8.0,10.0,37.0,12.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,0.0
-6.0,10.0,28.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,10.0,41.0,18.0,-6.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0
34.0,39.0,160.0,58.0,6.0,5.0,3.0,-6.0,4.0,5.0,3.0,-6.0
4.0,3.0,16.0,10.0,-6.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,7.0,21.0,11.0,-6.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,5.0,24.0,12.0,-6.0,-6.0,0.0,0.0,0.0,-6.0,-6.0,0.0
5.0,6.0,17.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,20.0,41.0,11.0,-6.0,0.0,0.0,-6.0,0.0,-6.0,0.0,-6.0
7.0,12.0,31.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
7.0,8.0,24.0,7.0,-6.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
0.0,-6.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,3.0,18.0,10.0,-6.0,0.0,0.0,-6.0,0.0,-6.0,0.0,0.0
15.0,23.0,72.0,31.0,-6.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0
23.0,10.0,57.0,14.0,3.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
17.0,19.0,65.0,17.0,-6.0,-6.0,0.0,0.0,-6.0,-6.0,-6.0,0.0
6.0,3.0,20.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,27.0,77.0,19.0,-6.0,-6.0,0.0,0.0,0.0,0.0,0.0,-6.0
3.0,10.0,28.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0
15.0,8.0,35.0,12.0,-6.0,0.0,-6.0,0.0,-6.0,0.0,-6.0,-6.0
22.0,26.0,62.0,12.0,-6.0,0.0,0.0,-6.0,0.0,0.0,-6.0,-6.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
8.0,16.0,33.0,3.0,-6.0,-6.0,0.0,0.0,0.0,-6.0,0.0,0.0
12.0,7.0,38.0,12.0,-6.0,-6.0,-6.0,-6.0,0.0,-6.0,-6.0,-6.0
0.0,-6.0,8.0,5.0,-6.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0
13.0,11.0,28.0,6.0,-6.0,-6.0,-6.0,0.0,0.0,0.0,0.0,0.0
93.0,83.0,273.0,65.0,9.0,6.0,3.0,4.0,-6.0,-6.0,3.0,4.0
-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
6.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,44.0,124.0,24.0,6.0,5.0,3.0,4.0,-6.0,4.0,4.0,4.0
12.0,13.0,26.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0
20.0,15.0,56.0,12.0,3.0,-6.0,-6.0,0.0,0.0,0.0,0.0,-6.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
40.0,62.0,120.0,11.0,-6.0,0.0,-6.0,0.0,0.0,0.0,-6.0,-6.0
3.0,7.0,14.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,5.0,30.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,3.0,23.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,18.0,87.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,8.0,29.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,6.0,20.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,9.0,41.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,19.0,52.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0
3.0,8.0,15.0,-6.0,-6.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0
4.0,7.0,23.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,-6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
16.0,31.0,74.0,26.0,-6.0,-6.0,0.0,-6.0,0.0,-6.0,0.0,-6.0
20.0,39.0,78.0,21.0,-6.0,0.0,-6.0,0.0,0.0,0.0,0.0,5.0
18.0,22.0,45.0,-6.0,3.0,-6.0,-6.0,0.0,0.0,0.0,0.0,0.0
15.0,14.0,32.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,11.0,34.0,3.0,-6.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0
5.0,4.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,23.0,78.0,27.0,-6.0,-6.0,0.0,0.0,-6.0,0.0,-6.0,-6.0
6.0,7.0,28.0,14.0,-6.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0
3.0,6.0,21.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0
5.0,3.0,21.0,12.0,4.0,3.0,-6.0,0.0,-6.0,-6.0,0.0,-6.0
19.0,8.0,46.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0
6.0,7.0,28.0,11.0,-6.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0
203.0,223.0,644.0,148.0,4.0,3.0,-6.0,0.0,0.0,-6.0,0.0,5.0
35.0,28.0,80.0,11.0,-6.0,-6.0,0.0,0.0,0.0,0.0,-6.0,-6.0
53.0,52.0,123.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.0,31.0,95.0,11.0,3.0,0.0,-6.0,-6.0,0.0,0.0,0.0,-6.0
6.0,12.0,19.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,0.0
67.0,64.0,175.0,24.0,6.0,3.0,-6.0,-6.0,-6.0,-6.0,-6.0,3.0
14.0,8.0,38.0,9.0,-6.0,-6.0,0.0,-6.0,0.0,-6.0,-6.0,-6.0
33.0,34.0,77.0,5.0,-6.0,-6.0,0.0,-6.0,0.0,-6.0,0.0,3.0
11.0,14.0,38.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
3.0,4.0,7.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123.0,115.0,351.0,85.0,9.0,3.0,4.0,-6.0,4.0,4.0,-6.0,9.0
20.0,14.0,49.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,28.0,68.0,9.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,-6.0
8.0,5.0,13.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
6.0,14.0,34.0,12.0,-6.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,13.0,48.0,18.0,3.0,-6.0,-6.0,0.0,-6.0,-6.0,-6.0,-6.0
14.0,11.0,48.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,19.0,32.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,17.0,36.0,6.0,-6.0,-6.0,-6.0,0.0,0.0,0.0,-6.0,4.0
43.0,29.0,120.0,32.0,-6.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,15.0,48.0,11.0,-6.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0
19.0,18.0,74.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,15.0,64.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
26.0,31.0,99.0,32.0,10.0,5.0,4.0,-6.0,0.0,-6.0,-6.0,-6.0
29.0,24.0,87.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,49.0,139.0,39.0,-6.0,-6.0,-6.0,-6.0,0.0,-6.0,-6.0,0.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
15.0,13.0,51.0,17.0,-6.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,16.0,48.0,11.0,-6.0,0.0,0.0,-6.0,0.0,-6.0,-6.0,0.0
19.0,12.0,50.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,17.0,62.0,16.0,3.0,-6.0,-6.0,0.0,3.0,-6.0,-6.0,0.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
23.0,28.0,59.0,8.0,-6.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
13.0,10.0,38.0,13.0,4.0,-6.0,3.0,0.0,0.0,-6.0,-6.0,0.0
6.0,11.0,28.0,7.0,-6.0,0.0,-6.0,0.0,-6.0,0.0,0.0,0.0
-6.0,4.0,9.0,4.0,-6.0,-6.0,-6.0,0.0,0.0,-6.0,0.0,0.0
17.0,22.0,55.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0
14.0,24.0,60.0,24.0,7.0,4.0,4.0,-6.0,-6.0,-6.0,-6.0,-6.0
22.0,33.0,74.0,18.0,3.0,3.0,0.0,-6.0,-6.0,-6.0,-6.0,3.0
22.0,25.0,86.0,24.0,9.0,6.0,4.0,3.0,-6.0,3.0,-6.0,-6.0
8.0,10.0,25.0,5.0,-6.0,-6.0,0.0,0.0,-6.0,-6.0,0.0,-6.0
46.0,32.0,105.0,10.0,-6.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0
117.0,46.0,241.0,12.0,5.0,-6.0,-6.0,-6.0,-6.0,-6.0,0.0,13.0
4.0,8.0,19.0,7.0,-6.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0
-6.0,7.0,9.0,0.0,-6.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
3.0,3.0,9.0,0.0,-6.0,0.0,0.0,-6.0,-6.0,0.0,0.0,0.0
-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
0.0,0.0,10.0,10.0,-6.0,-6.0,-6.0,0.0,-6.0,-6.0,0.0,0.0
4.0,-6.0,8.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
4.0,3.0,7.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
-6.0,0.0,8.0,4.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
3.0,3.0,12.0,4.0,-6.0,0.0,0.0,0.0,-6.0,0.0,-6.0,0.0
-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
-6.0,0.0,14.0,7.0,-6.0,-6.0,-6.0,0.0,-6.0,-6.0,-6.0,0.0
0.0,0.0,6.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
6.0,5.0,17.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,7.0,13.0,-6.0,-6.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
-6.0,4.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,5.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0
-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
-6.0,4.0,6.0,0.0,-6.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0
-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
